"subject" "activity" "variable" "mean(value)"
"subject2" "walking" "tBodyAccJerkMagStd" -0.164150985127119
"subject2" "walking_downstairs" "tBodyAccJerkMagStd" 0.22961718512766
"subject2" "walking_upstairs" "tBodyAccJerkMagStd" -0.21738939458125
"subject4" "standing" "tBodyAccJerkMagStd" -0.958159482142857
"subject4" "sitting" "tBodyAccJerkMagStd" -0.9625491104
"subject4" "laying" "tBodyAccJerkMagStd" -0.960786430740741
"subject4" "walking" "tBodyAccJerkMagStd" -0.316918956
"subject4" "walking_downstairs" "tBodyAccJerkMagStd" -0.216858921977778
"subject4" "walking_upstairs" "tBodyAccJerkMagStd" -0.437261477884615
"subject9" "standing" "tBodyAccJerkMagStd" -0.963764177777778
"subject9" "sitting" "tBodyAccJerkMagStd" -0.9517802432
"subject9" "laying" "tBodyAccJerkMagStd" -0.9550268052
"subject9" "walking" "tBodyAccJerkMagStd" -0.317113487115385
"subject9" "walking_downstairs" "tBodyAccJerkMagStd" 0.039907818552381
"subject9" "walking_upstairs" "tBodyAccJerkMagStd" -0.445485397959184
"subject10" "standing" "tBodyAccJerkMagStd" -0.952058214545454
"subject10" "sitting" "tBodyAccJerkMagStd" -0.985209856296296
"subject10" "laying" "tBodyAccJerkMagStd" -0.967556980689655
"subject10" "walking" "tBodyAccJerkMagStd" 0.037608338009434
"subject10" "walking_downstairs" "tBodyAccJerkMagStd" 0.110877231263158
"subject10" "walking_upstairs" "tBodyAccJerkMagStd" -0.226010197889362
"subject12" "standing" "tBodyAccJerkMagStd" -0.962678857213115
"subject12" "sitting" "tBodyAccJerkMagStd" -0.972745892745098
"subject12" "laying" "tBodyAccJerkMagStd" -0.962580915166667
"subject12" "walking" "tBodyAccJerkMagStd" -0.02028505044
"subject12" "walking_downstairs" "tBodyAccJerkMagStd" 0.0655781271934783
"subject12" "walking_upstairs" "tBodyAccJerkMagStd" -0.329827968269231
"subject13" "standing" "tBodyAccJerkMagStd" -0.981865616666667
"subject13" "sitting" "tBodyAccJerkMagStd" -0.988813098163265
"subject13" "laying" "tBodyAccJerkMagStd" -0.980066243387097
"subject13" "walking" "tBodyAccJerkMagStd" -0.131788528797719
"subject13" "walking_downstairs" "tBodyAccJerkMagStd" -0.0433959844
"subject13" "walking_upstairs" "tBodyAccJerkMagStd" -0.451225931090909
"subject18" "standing" "tBodyAccJerkMagStd" -0.986015285890411
"subject18" "sitting" "tBodyAccJerkMagStd" -0.991159350526316
"subject18" "laying" "tBodyAccJerkMagStd" -0.989526277538462
"subject18" "walking" "tBodyAccJerkMagStd" -0.42541866125
"subject18" "walking_downstairs" "tBodyAccJerkMagStd" -0.3825173332
"subject18" "walking_upstairs" "tBodyAccJerkMagStd" -0.579330320344828
"subject20" "standing" "tBodyAccJerkMagStd" -0.938454372328767
"subject20" "sitting" "tBodyAccJerkMagStd" -0.972537871515152
"subject20" "laying" "tBodyAccJerkMagStd" -0.980161687058824
"subject20" "walking" "tBodyAccJerkMagStd" 0.0210765716843137
"subject20" "walking_downstairs" "tBodyAccJerkMagStd" 0.0467185842571111
"subject20" "walking_upstairs" "tBodyAccJerkMagStd" -0.239444370019608
"subject24" "standing" "tBodyAccJerkMagStd" -0.973108343043478
"subject24" "sitting" "tBodyAccJerkMagStd" -0.985418456176471
"subject24" "laying" "tBodyAccJerkMagStd" -0.983605927361111
"subject24" "walking" "tBodyAccJerkMagStd" -0.409824562586207
"subject24" "walking_downstairs" "tBodyAccJerkMagStd" -0.143501970018182
"subject24" "walking_upstairs" "tBodyAccJerkMagStd" -0.441068689830509
"subject1" "standing" "tBodyAccJerkMagStd" -0.993096209433962
"subject1" "sitting" "tBodyAccJerkMagStd" -0.984120024042553
"subject1" "laying" "tBodyAccJerkMagStd" -0.9282456284
"subject1" "walking" "tBodyAccJerkMagStd" -0.0744717500625263
"subject1" "walking_downstairs" "tBodyAccJerkMagStd" -0.0257877197081633
"subject1" "walking_upstairs" "tBodyAccJerkMagStd" -0.478991622075472
"subject3" "standing" "tBodyAccJerkMagStd" -0.948770043278689
"subject3" "sitting" "tBodyAccJerkMagStd" -0.966550084230769
"subject3" "laying" "tBodyAccJerkMagStd" -0.976121297903226
"subject3" "walking" "tBodyAccJerkMagStd" -0.139916355325862
"subject3" "walking_downstairs" "tBodyAccJerkMagStd" -0.0926324494530612
"subject3" "walking_upstairs" "tBodyAccJerkMagStd" -0.439020591694915
"subject5" "standing" "tBodyAccJerkMagStd" -0.942962047678572
"subject5" "sitting" "tBodyAccJerkMagStd" -0.965757731590909
"subject5" "laying" "tBodyAccJerkMagStd" -0.977477145384615
"subject5" "walking" "tBodyAccJerkMagStd" -0.282242276785714
"subject5" "walking_downstairs" "tBodyAccJerkMagStd" -0.0292570509829787
"subject5" "walking_upstairs" "tBodyAccJerkMagStd" -0.310186545957447
"subject6" "standing" "tBodyAccJerkMagStd" -0.956099145964912
"subject6" "sitting" "tBodyAccJerkMagStd" -0.948181827818182
"subject6" "laying" "tBodyAccJerkMagStd" -0.950341934385965
"subject6" "walking" "tBodyAccJerkMagStd" -0.0706029648421053
"subject6" "walking_downstairs" "tBodyAccJerkMagStd" 0.209502174375
"subject6" "walking_upstairs" "tBodyAccJerkMagStd" -0.169970363039216
"subject7" "standing" "tBodyAccJerkMagStd" -0.968566356037736
"subject7" "sitting" "tBodyAccJerkMagStd" -0.970243274166667
"subject7" "laying" "tBodyAccJerkMagStd" -0.967310932307692
"subject7" "walking" "tBodyAccJerkMagStd" -0.027557329277193
"subject7" "walking_downstairs" "tBodyAccJerkMagStd" 0.0901836280510638
"subject7" "walking_upstairs" "tBodyAccJerkMagStd" -0.471265710980392
"subject8" "standing" "tBodyAccJerkMagStd" -0.979932239074074
"subject8" "sitting" "tBodyAccJerkMagStd" -0.980667377391304
"subject8" "laying" "tBodyAccJerkMagStd" -0.962954517222222
"subject8" "walking" "tBodyAccJerkMagStd" -0.184571053979167
"subject8" "walking_downstairs" "tBodyAccJerkMagStd" 0.2534082561
"subject8" "walking_upstairs" "tBodyAccJerkMagStd" -0.228296364146341
"subject11" "standing" "tBodyAccJerkMagStd" -0.988853960638298
"subject11" "sitting" "tBodyAccJerkMagStd" -0.974511726792453
"subject11" "laying" "tBodyAccJerkMagStd" -0.976504858596491
"subject11" "walking" "tBodyAccJerkMagStd" -0.403141284745763
"subject11" "walking_downstairs" "tBodyAccJerkMagStd" -0.127017223413043
"subject11" "walking_upstairs" "tBodyAccJerkMagStd" -0.490485807222222
"subject14" "standing" "tBodyAccJerkMagStd" -0.970437182833333
"subject14" "sitting" "tBodyAccJerkMagStd" -0.973343388888889
"subject14" "laying" "tBodyAccJerkMagStd" -0.966450909019608
"subject14" "walking" "tBodyAccJerkMagStd" -0.439746918474576
"subject14" "walking_downstairs" "tBodyAccJerkMagStd" 0.194708838913556
"subject14" "walking_upstairs" "tBodyAccJerkMagStd" -0.337086266574074
"subject15" "standing" "tBodyAccJerkMagStd" -0.979994800566038
"subject15" "sitting" "tBodyAccJerkMagStd" -0.984639018474576
"subject15" "laying" "tBodyAccJerkMagStd" -0.973644462777778
"subject15" "walking" "tBodyAccJerkMagStd" -0.310071425166667
"subject15" "walking_downstairs" "tBodyAccJerkMagStd" 0.159631710516667
"subject15" "walking_upstairs" "tBodyAccJerkMagStd" -0.313363553125
"subject16" "standing" "tBodyAccJerkMagStd" -0.986761550641026
"subject16" "sitting" "tBodyAccJerkMagStd" -0.983615334057971
"subject16" "laying" "tBodyAccJerkMagStd" -0.987891003571429
"subject16" "walking" "tBodyAccJerkMagStd" -0.403386563921569
"subject16" "walking_downstairs" "tBodyAccJerkMagStd" -0.0783498875595745
"subject16" "walking_upstairs" "tBodyAccJerkMagStd" -0.493067129607843
"subject17" "standing" "tBodyAccJerkMagStd" -0.990363248205128
"subject17" "sitting" "tBodyAccJerkMagStd" -0.99144649921875
"subject17" "laying" "tBodyAccJerkMagStd" -0.980126745352113
"subject17" "walking" "tBodyAccJerkMagStd" -0.275672786229508
"subject17" "walking_downstairs" "tBodyAccJerkMagStd" -0.206576683876087
"subject17" "walking_upstairs" "tBodyAccJerkMagStd" -0.390912450416667
"subject19" "standing" "tBodyAccJerkMagStd" -0.979640838082192
"subject19" "sitting" "tBodyAccJerkMagStd" -0.984205184931507
"subject19" "laying" "tBodyAccJerkMagStd" -0.980668287831325
"subject19" "walking" "tBodyAccJerkMagStd" 0.0356558788076923
"subject19" "walking_downstairs" "tBodyAccJerkMagStd" 0.450612065720513
"subject19" "walking_upstairs" "tBodyAccJerkMagStd" -0.284060693125
"subject21" "standing" "tBodyAccJerkMagStd" -0.97160651494382
"subject21" "sitting" "tBodyAccJerkMagStd" -0.986520865058824
"subject21" "laying" "tBodyAccJerkMagStd" -0.978552618777778
"subject21" "walking" "tBodyAccJerkMagStd" -0.0838487968942308
"subject21" "walking_downstairs" "tBodyAccJerkMagStd" 0.0952339404955556
"subject21" "walking_upstairs" "tBodyAccJerkMagStd" -0.404183875893617
"subject22" "standing" "tBodyAccJerkMagStd" -0.958825095396825
"subject22" "sitting" "tBodyAccJerkMagStd" -0.968576776774194
"subject22" "laying" "tBodyAccJerkMagStd" -0.959849821805556
"subject22" "walking" "tBodyAccJerkMagStd" 0.111532924945652
"subject22" "walking_downstairs" "tBodyAccJerkMagStd" -0.0337640982530556
"subject22" "walking_upstairs" "tBodyAccJerkMagStd" -0.0876501605595238
"subject23" "standing" "tBodyAccJerkMagStd" -0.974811528235294
"subject23" "sitting" "tBodyAccJerkMagStd" -0.973668776323529
"subject23" "laying" "tBodyAccJerkMagStd" -0.986685651527778
"subject23" "walking" "tBodyAccJerkMagStd" -0.0268194363050847
"subject23" "walking_downstairs" "tBodyAccJerkMagStd" 0.292087200087037
"subject23" "walking_upstairs" "tBodyAccJerkMagStd" -0.362708849411765
"subject25" "standing" "tBodyAccJerkMagStd" -0.982637080945946
"subject25" "sitting" "tBodyAccJerkMagStd" -0.988311804923077
"subject25" "laying" "tBodyAccJerkMagStd" -0.961931605342466
"subject25" "walking" "tBodyAccJerkMagStd" -0.542870062567568
"subject25" "walking_downstairs" "tBodyAccJerkMagStd" -0.482976929827586
"subject25" "walking_upstairs" "tBodyAccJerkMagStd" -0.674513059846154
"subject26" "standing" "tBodyAccJerkMagStd" -0.982626252972973
"subject26" "sitting" "tBodyAccJerkMagStd" -0.989986111666667
"subject26" "laying" "tBodyAccJerkMagStd" -0.989101949473684
"subject26" "walking" "tBodyAccJerkMagStd" -0.279350754237288
"subject26" "walking_downstairs" "tBodyAccJerkMagStd" -0.111303956316
"subject26" "walking_upstairs" "tBodyAccJerkMagStd" -0.334531344727273
"subject27" "standing" "tBodyAccJerkMagStd" -0.98415908975
"subject27" "sitting" "tBodyAccJerkMagStd" -0.989200539571429
"subject27" "laying" "tBodyAccJerkMagStd" -0.988586771351351
"subject27" "walking" "tBodyAccJerkMagStd" -0.266138940350877
"subject27" "walking_downstairs" "tBodyAccJerkMagStd" -0.0386367422818182
"subject27" "walking_upstairs" "tBodyAccJerkMagStd" -0.464610567058824
"subject28" "standing" "tBodyAccJerkMagStd" -0.954068391518987
"subject28" "sitting" "tBodyAccJerkMagStd" -0.970301646111111
"subject28" "laying" "tBodyAccJerkMagStd" -0.973312647875
"subject28" "walking" "tBodyAccJerkMagStd" -0.390449724259259
"subject28" "walking_downstairs" "tBodyAccJerkMagStd" -0.0418872609934783
"subject28" "walking_upstairs" "tBodyAccJerkMagStd" -0.325362338235294
"subject29" "standing" "tBodyAccJerkMagStd" -0.990495689538462
"subject29" "sitting" "tBodyAccJerkMagStd" -0.990531729333333
"subject29" "laying" "tBodyAccJerkMagStd" -0.994646916811594
"subject29" "walking" "tBodyAccJerkMagStd" -0.133036273622642
"subject29" "walking_downstairs" "tBodyAccJerkMagStd" -0.0307693372041667
"subject29" "walking_upstairs" "tBodyAccJerkMagStd" -0.254485176020408
"subject30" "standing" "tBodyAccJerkMagStd" -0.950762271186441
"subject30" "sitting" "tBodyAccJerkMagStd" -0.98605764
"subject30" "laying" "tBodyAccJerkMagStd" -0.969642290285714
"subject30" "walking" "tBodyAccJerkMagStd" -0.353751020923077
"subject30" "walking_downstairs" "tBodyAccJerkMagStd" -0.125283184512903
"subject30" "walking_upstairs" "tBodyAccJerkMagStd" -0.561837706461538
"subject2" "standing" "tBodyGyroMagMean" -0.963466341851852
"subject2" "sitting" "tBodyGyroMagMean" -0.946035087173913
"subject2" "laying" "tBodyGyroMagMean" -0.950011569583333
"subject2" "walking" "tBodyGyroMagMean" -0.446549092881356
"subject2" "walking_downstairs" "tBodyGyroMagMean" -0.162188586930426
"subject2" "walking_upstairs" "tBodyGyroMagMean" -0.219713472958333
"subject4" "standing" "tBodyGyroMagMean" -0.900982100535714
"subject4" "sitting" "tBodyGyroMagMean" -0.9260633138
"subject4" "laying" "tBodyGyroMagMean" -0.930236462592593
"subject4" "walking" "tBodyGyroMagMean" -0.49779220106
"subject4" "walking_downstairs" "tBodyGyroMagMean" -0.3466062928
"subject4" "walking_upstairs" "tBodyGyroMagMean" -0.299779407884615
"subject9" "standing" "tBodyGyroMagMean" -0.921030223111111
"subject9" "sitting" "tBodyGyroMagMean" -0.9032355368
"subject9" "laying" "tBodyGyroMagMean" -0.9071250998
"subject9" "walking" "tBodyGyroMagMean" -0.294542266826923
"subject9" "walking_downstairs" "tBodyGyroMagMean" -0.168921400633333
"subject9" "walking_upstairs" "tBodyGyroMagMean" -0.0833234490061225
"subject10" "standing" "tBodyGyroMagMean" -0.929787259772727
"subject10" "sitting" "tBodyGyroMagMean" -0.944202043703704
"subject10" "laying" "tBodyGyroMagMean" -0.937590998793103
"subject10" "walking" "tBodyGyroMagMean" -0.156458730358491
"subject10" "walking_downstairs" "tBodyGyroMagMean" -0.0238468037578947
"subject10" "walking_upstairs" "tBodyGyroMagMean" 0.0438573846851064
"subject12" "standing" "tBodyGyroMagMean" -0.888101372786885
"subject12" "sitting" "tBodyGyroMagMean" -0.941907240784314
"subject12" "laying" "tBodyGyroMagMean" -0.9308405935
"subject12" "walking" "tBodyGyroMagMean" -0.35593036512
"subject12" "walking_downstairs" "tBodyGyroMagMean" -0.213351510686957
"subject12" "walking_upstairs" "tBodyGyroMagMean" -0.316561585961538
"subject13" "standing" "tBodyGyroMagMean" -0.95782537245614
"subject13" "sitting" "tBodyGyroMagMean" -0.951142644081633
"subject13" "laying" "tBodyGyroMagMean" -0.944303111935484
"subject13" "walking" "tBodyGyroMagMean" -0.218669558421053
"subject13" "walking_downstairs" "tBodyGyroMagMean" -0.102114480531915
"subject13" "walking_upstairs" "tBodyGyroMagMean" -0.237182958116364
"subject18" "standing" "tBodyGyroMagMean" -0.963006793150685
"subject18" "sitting" "tBodyGyroMagMean" -0.977634992105263
"subject18" "laying" "tBodyGyroMagMean" -0.980740846769231
"subject18" "walking" "tBodyGyroMagMean" -0.500471147857143
"subject18" "walking_downstairs" "tBodyGyroMagMean" -0.381022814727273
"subject18" "walking_upstairs" "tBodyGyroMagMean" -0.3691086
"subject20" "standing" "tBodyGyroMagMean" -0.883675028630137
"subject20" "sitting" "tBodyGyroMagMean" -0.939574435606061
"subject20" "laying" "tBodyGyroMagMean" -0.9604473725
"subject20" "walking" "tBodyGyroMagMean" 0.0686275147882353
"subject20" "walking_downstairs" "tBodyGyroMagMean" 0.0938419436933333
"subject20" "walking_upstairs" "tBodyGyroMagMean" 0.0223302538235294
"subject24" "standing" "tBodyGyroMagMean" -0.954518594057971
"subject24" "sitting" "tBodyGyroMagMean" -0.964633252352941
"subject24" "laying" "tBodyGyroMagMean" -0.953791512638889
"subject24" "walking" "tBodyGyroMagMean" -0.403064156896552
"subject24" "walking_downstairs" "tBodyGyroMagMean" -0.304965806363636
"subject24" "walking_upstairs" "tBodyGyroMagMean" -0.33443583979661
"subject1" "standing" "tBodyGyroMagMean" -0.976493792830189
"subject1" "sitting" "tBodyGyroMagMean" -0.93089249
"subject1" "laying" "tBodyGyroMagMean" -0.874759548
"subject1" "walking" "tBodyGyroMagMean" -0.160979552536842
"subject1" "walking_downstairs" "tBodyGyroMagMean" -0.0757412543673469
"subject1" "walking_upstairs" "tBodyGyroMagMean" -0.126735589969811
"subject3" "standing" "tBodyGyroMagMean" -0.892089349344262
"subject3" "sitting" "tBodyGyroMagMean" -0.919354372307692
"subject3" "laying" "tBodyGyroMagMean" -0.951564751451613
"subject3" "walking" "tBodyGyroMagMean" -0.466411754137931
"subject3" "walking_downstairs" "tBodyGyroMagMean" -0.215294501244898
"subject3" "walking_upstairs" "tBodyGyroMagMean" -0.347321812220339
"subject5" "standing" "tBodyGyroMagMean" -0.900671630714286
"subject5" "sitting" "tBodyGyroMagMean" -0.934301646590909
"subject5" "laying" "tBodyGyroMagMean" -0.946938300576923
"subject5" "walking" "tBodyGyroMagMean" -0.355933083571429
"subject5" "walking_downstairs" "tBodyGyroMagMean" -0.218029835319149
"subject5" "walking_upstairs" "tBodyGyroMagMean" -0.235516929306383
"subject6" "standing" "tBodyGyroMagMean" -0.939404744385965
"subject6" "sitting" "tBodyGyroMagMean" -0.932703812181818
"subject6" "laying" "tBodyGyroMagMean" -0.908980174736842
"subject6" "walking" "tBodyGyroMagMean" -0.281207841122807
"subject6" "walking_downstairs" "tBodyGyroMagMean" 0.0142677821595833
"subject6" "walking_upstairs" "tBodyGyroMagMean" -0.12912124415098
"subject7" "standing" "tBodyGyroMagMean" -0.943425564528302
"subject7" "sitting" "tBodyGyroMagMean" -0.897870535
"subject7" "laying" "tBodyGyroMagMean" -0.915793634807692
"subject7" "walking" "tBodyGyroMagMean" -0.305959351403509
"subject7" "walking_downstairs" "tBodyGyroMagMean" -0.18874081887234
"subject7" "walking_upstairs" "tBodyGyroMagMean" -0.239099165627451
"subject8" "standing" "tBodyGyroMagMean" -0.952848496851852
"subject8" "sitting" "tBodyGyroMagMean" -0.93268224326087
"subject8" "laying" "tBodyGyroMagMean" -0.924253348518518
"subject8" "walking" "tBodyGyroMagMean" -0.00310243820125
"subject8" "walking_downstairs" "tBodyGyroMagMean" 0.0993429744078947
"subject8" "walking_upstairs" "tBodyGyroMagMean" 0.166447991
"subject11" "standing" "tBodyGyroMagMean" -0.979978011489362
"subject11" "sitting" "tBodyGyroMagMean" -0.951884472075472
"subject11" "laying" "tBodyGyroMagMean" -0.952523752105263
"subject11" "walking" "tBodyGyroMagMean" -0.421801673559322
"subject11" "walking_downstairs" "tBodyGyroMagMean" -0.19788336026087
"subject11" "walking_upstairs" "tBodyGyroMagMean" -0.255048336944444
"subject14" "standing" "tBodyGyroMagMean" -0.943530016833333
"subject14" "sitting" "tBodyGyroMagMean" -0.942756369259259
"subject14" "laying" "tBodyGyroMagMean" -0.904665418431373
"subject14" "walking" "tBodyGyroMagMean" -0.137208741864407
"subject14" "walking_downstairs" "tBodyGyroMagMean" 0.166340011842444
"subject14" "walking_upstairs" "tBodyGyroMagMean" 0.365779419444444
"subject15" "standing" "tBodyGyroMagMean" -0.946961381132076
"subject15" "sitting" "tBodyGyroMagMean" -0.957331628305085
"subject15" "laying" "tBodyGyroMagMean" -0.944605127222222
"subject15" "walking" "tBodyGyroMagMean" -0.243711124444444
"subject15" "walking_downstairs" "tBodyGyroMagMean" -0.121686320740476
"subject15" "walking_upstairs" "tBodyGyroMagMean" -0.201217274
"subject16" "standing" "tBodyGyroMagMean" -0.972528178205128
"subject16" "sitting" "tBodyGyroMagMean" -0.946417382463768
"subject16" "laying" "tBodyGyroMagMean" -0.951777099571429
"subject16" "walking" "tBodyGyroMagMean" -0.485931932745098
"subject16" "walking_downstairs" "tBodyGyroMagMean" -0.309820427234043
"subject16" "walking_upstairs" "tBodyGyroMagMean" -0.308260568039216
"subject17" "standing" "tBodyGyroMagMean" -0.978184576538461
"subject17" "sitting" "tBodyGyroMagMean" -0.967177744375
"subject17" "laying" "tBodyGyroMagMean" -0.960733121690141
"subject17" "walking" "tBodyGyroMagMean" -0.335009836885246
"subject17" "walking_downstairs" "tBodyGyroMagMean" -0.232641763307609
"subject17" "walking_upstairs" "tBodyGyroMagMean" -0.235191249091667
"subject19" "standing" "tBodyGyroMagMean" -0.94174504109589
"subject19" "sitting" "tBodyGyroMagMean" -0.942229043835616
"subject19" "laying" "tBodyGyroMagMean" -0.953263432771084
"subject19" "walking" "tBodyGyroMagMean" 0.100045071430769
"subject19" "walking_downstairs" "tBodyGyroMagMean" 0.418004608615385
"subject19" "walking_upstairs" "tBodyGyroMagMean" -0.06161577145
"subject21" "standing" "tBodyGyroMagMean" -0.949837151797753
"subject21" "sitting" "tBodyGyroMagMean" -0.964971113764706
"subject21" "laying" "tBodyGyroMagMean" -0.949278890222222
"subject21" "walking" "tBodyGyroMagMean" -0.284775644807692
"subject21" "walking_downstairs" "tBodyGyroMagMean" -0.184850019535556
"subject21" "walking_upstairs" "tBodyGyroMagMean" -0.168982721146809
"subject22" "standing" "tBodyGyroMagMean" -0.931624303968254
"subject22" "sitting" "tBodyGyroMagMean" -0.942077432741935
"subject22" "laying" "tBodyGyroMagMean" -0.926616373333333
"subject22" "walking" "tBodyGyroMagMean" -0.210608043717391
"subject22" "walking_downstairs" "tBodyGyroMagMean" -0.161333309783333
"subject22" "walking_upstairs" "tBodyGyroMagMean" -0.1280319236
"subject23" "standing" "tBodyGyroMagMean" -0.938430293382353
"subject23" "sitting" "tBodyGyroMagMean" -0.936593426911765
"subject23" "laying" "tBodyGyroMagMean" -0.949418000972222
"subject23" "walking" "tBodyGyroMagMean" -0.0120968259523729
"subject23" "walking_downstairs" "tBodyGyroMagMean" 0.0390915481555556
"subject23" "walking_upstairs" "tBodyGyroMagMean" -0.156527148792745
"subject25" "standing" "tBodyGyroMagMean" -0.967077442837838
"subject25" "sitting" "tBodyGyroMagMean" -0.966568718615385
"subject25" "laying" "tBodyGyroMagMean" -0.809688545342466
"subject25" "walking" "tBodyGyroMagMean" -0.394362401351351
"subject25" "walking_downstairs" "tBodyGyroMagMean" -0.216082565601724
"subject25" "walking_upstairs" "tBodyGyroMagMean" -0.3186346998
"subject26" "standing" "tBodyGyroMagMean" -0.96867395554054
"subject26" "sitting" "tBodyGyroMagMean" -0.954052945897436
"subject26" "laying" "tBodyGyroMagMean" -0.951863594736842
"subject26" "walking" "tBodyGyroMagMean" -0.392092024067797
"subject26" "walking_downstairs" "tBodyGyroMagMean" -0.23531462282
"subject26" "walking_upstairs" "tBodyGyroMagMean" -0.344427047636364
"subject27" "standing" "tBodyGyroMagMean" -0.968702956625
"subject27" "sitting" "tBodyGyroMagMean" -0.963565474
"subject27" "laying" "tBodyGyroMagMean" -0.96691759445946
"subject27" "walking" "tBodyGyroMagMean" -0.39663875368421
"subject27" "walking_downstairs" "tBodyGyroMagMean" -0.164783206536364
"subject27" "walking_upstairs" "tBodyGyroMagMean" -0.286145719598039
"subject28" "standing" "tBodyGyroMagMean" -0.894242469620253
"subject28" "sitting" "tBodyGyroMagMean" -0.955175567083333
"subject28" "laying" "tBodyGyroMagMean" -0.93710692125
"subject28" "walking" "tBodyGyroMagMean" -0.310775945814815
"subject28" "walking_downstairs" "tBodyGyroMagMean" -0.068246324026087
"subject28" "walking_upstairs" "tBodyGyroMagMean" -0.263415282690196
"subject29" "standing" "tBodyGyroMagMean" -0.980657340461538
"subject29" "sitting" "tBodyGyroMagMean" -0.962377332166667
"subject29" "laying" "tBodyGyroMagMean" -0.971923623043478
"subject29" "walking" "tBodyGyroMagMean" -0.28057326754717
"subject29" "walking_downstairs" "tBodyGyroMagMean" -0.122968108816667
"subject29" "walking_upstairs" "tBodyGyroMagMean" 0.0439627677608163
"subject30" "standing" "tBodyGyroMagMean" -0.913890564915254
"subject30" "sitting" "tBodyGyroMagMean" -0.955847323870968
"subject30" "laying" "tBodyGyroMagMean" -0.962284921142857
"subject30" "walking" "tBodyGyroMagMean" -0.0229640797463077
"subject30" "walking_downstairs" "tBodyGyroMagMean" -0.095537320533871
"subject30" "walking_upstairs" "tBodyGyroMagMean" -0.113608367276923
"subject2" "standing" "tBodyGyroMagStd" -0.95394338037037
"subject2" "sitting" "tBodyGyroMagStd" -0.961313624130435
"subject2" "laying" "tBodyGyroMagStd" -0.961164053958333
"subject2" "walking" "tBodyGyroMagStd" -0.553019916271186
"subject2" "walking_downstairs" "tBodyGyroMagStd" -0.274844110531915
"subject2" "walking_upstairs" "tBodyGyroMagStd" -0.377532167604167
"subject4" "standing" "tBodyGyroMagStd" -0.885144317678571
"subject4" "sitting" "tBodyGyroMagStd" -0.928898293
"subject4" "laying" "tBodyGyroMagStd" -0.947031781666667
"subject4" "walking" "tBodyGyroMagStd" -0.553116111166667
"subject4" "walking_downstairs" "tBodyGyroMagStd" -0.3805726254
"subject4" "walking_upstairs" "tBodyGyroMagStd" -0.510974134423077
"subject9" "standing" "tBodyGyroMagStd" -0.908291403111111
"subject9" "sitting" "tBodyGyroMagStd" -0.9066063206
"subject9" "laying" "tBodyGyroMagStd" -0.8985578738
"subject9" "walking" "tBodyGyroMagStd" -0.489725811538462
"subject9" "walking_downstairs" "tBodyGyroMagStd" -0.322331464761905
"subject9" "walking_upstairs" "tBodyGyroMagStd" -0.425839761428571
"subject10" "standing" "tBodyGyroMagStd" -0.920486810227273
"subject10" "sitting" "tBodyGyroMagStd" -0.963064577592593
"subject10" "laying" "tBodyGyroMagStd" -0.927471165517241
"subject10" "walking" "tBodyGyroMagStd" -0.402025135660377
"subject10" "walking_downstairs" "tBodyGyroMagStd" -0.280382850552632
"subject10" "walking_upstairs" "tBodyGyroMagStd" -0.113062673542979
"subject12" "standing" "tBodyGyroMagStd" -0.852271618032787
"subject12" "sitting" "tBodyGyroMagStd" -0.946769241568628
"subject12" "laying" "tBodyGyroMagStd" -0.935725715833333
"subject12" "walking" "tBodyGyroMagStd" -0.4132083408
"subject12" "walking_downstairs" "tBodyGyroMagStd" -0.32045862629
"subject12" "walking_upstairs" "tBodyGyroMagStd" -0.525686949063461
"subject13" "standing" "tBodyGyroMagStd" -0.944980198421053
"subject13" "sitting" "tBodyGyroMagStd" -0.963940591428571
"subject13" "laying" "tBodyGyroMagStd" -0.944687480967742
"subject13" "walking" "tBodyGyroMagStd" -0.253240071964912
"subject13" "walking_downstairs" "tBodyGyroMagStd" -0.236762631468085
"subject13" "walking_upstairs" "tBodyGyroMagStd" -0.415658606181818
"subject18" "standing" "tBodyGyroMagStd" -0.959797118082192
"subject18" "sitting" "tBodyGyroMagStd" -0.981372675614035
"subject18" "laying" "tBodyGyroMagStd" -0.980560877846154
"subject18" "walking" "tBodyGyroMagStd" -0.60851009125
"subject18" "walking_downstairs" "tBodyGyroMagStd" -0.507995478327273
"subject18" "walking_upstairs" "tBodyGyroMagStd" -0.528058134137931
"subject20" "standing" "tBodyGyroMagStd" -0.843683410273973
"subject20" "sitting" "tBodyGyroMagStd" -0.941069909848485
"subject20" "laying" "tBodyGyroMagStd" -0.962153597941176
"subject20" "walking" "tBodyGyroMagStd" -0.0367853189588235
"subject20" "walking_downstairs" "tBodyGyroMagStd" -0.0305762438706667
"subject20" "walking_upstairs" "tBodyGyroMagStd" -0.253929985803922
"subject24" "standing" "tBodyGyroMagStd" -0.95310477884058
"subject24" "sitting" "tBodyGyroMagStd" -0.969257162647059
"subject24" "laying" "tBodyGyroMagStd" -0.957829934722222
"subject24" "walking" "tBodyGyroMagStd" -0.563863212586207
"subject24" "walking_downstairs" "tBodyGyroMagStd" -0.3636948774
"subject24" "walking_upstairs" "tBodyGyroMagStd" -0.503929060169491
"subject1" "standing" "tBodyGyroMagStd" -0.978690028679245
"subject1" "sitting" "tBodyGyroMagStd" -0.934531840425532
"subject1" "laying" "tBodyGyroMagStd" -0.81901016976
"subject1" "walking" "tBodyGyroMagStd" -0.186978364526316
